Contig_ID	MG100014_R2	MG100015_R2	MG100016_R2	MG100017_R2		MG100019_R2	MG100020_R2	MG100021_R2	MG100022_R2	MG100023_R2	MG100024_R2	MG100025_R2	MG100026_R2	MG100027_R2		MG100029_R2	MG100030_R2	MG100031_R2	MG100032_R2	MG100033_R2	MG100034_R2		MG100036_R2	
contig-100_6559	0.0785988	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.392994		0	
contig-100_6560	0.314395	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6561	0	0	0	0		0	0	0	0.0785988	0.0785988	0	0	0.0785988	0		0	0.628791	0	0	0.0785988	0		0	
contig-100_6562	0	0	0	0.392994		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6563	0	0.0785988	0.0785988	0.0785988		0	0	0	0	0.0785988	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6564	0	0	0	0.157198		0	0	0	0.0785988	0	0	0	0	0		0	0	0	0	0.0785988	0		0	
contig-100_6565	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.314395		0	
contig-100_6566	0	0	0	0		0	0	0	0	0	0	0	0.314395	0		0	0	0	0	0	0		0	
contig-100_6567	0	0	0	0.314395		0	0.157198	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6568	0	0	0	0		0	0	0	0	0	0	0	1.10038	0		0	0	0	0	0	0		0	
contig-100_6569	0	0	0	0.550192		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6570	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.0787128	0	0	0.0787128	0		0	
contig-100_6571	0	0	0	0.314851		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6572	0	0	0	0.314851		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6573	0.393564	0	5.11633	0		0	0	0	0	2.75495	0	0	0	0.0787128		0	0	0.314851	0	0	0		0	
contig-100_6574	0	0	0	0.472277		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6575	0	0	0	0.550989		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6576	0	0	0	0.472277		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6577	0	0.157426	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6578	0.157426	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.157426		0	
contig-100_6579	0	0	0	0.157426		0	0.0787128	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6580	0	0	0	0		0	0	0	0	0	0	0	1.65297	0		0	0	0	0	0	0		0	
contig-100_6581	0	0	0	0.314851		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6582	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6583	2.99108	0	0	0		0.629702	0	0	0	0	0	0	0	0		0	1.18069	0	0	0	0		0	
contig-100_6584	0	0	0	0		0	0	0	0	0	0	0	0	0.0787128		0	0.314851	0	0	0	0		0	
contig-100_6585	0	0	0	0.236138		0	0.0787128	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6586	0	0	0.0787128	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6587	0	0	0	0.157426		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6588	0	0	0	0		0.394135	3.07425	0.551789	0	0	0.945924	0	0	0.157654		0	0	0	0	0	0		0	
contig-100_6589	0	0	0	0		0	0	0	0	0.394135	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6590	0	0	0	0		0	0	0	0	0	0	0	0	0		0.394135	0	0	0	0	0		0	
contig-100_6591	0	0	0	0.472962		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6592	0	0	0	0.236481		0	0.078827	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6593	0	0	0	0		0	0	0.078827	0	0	0	0	0	0.078827		0	0.157654	0	0	0	0		0	
contig-100_6594	0	0	0	0.157654		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6595	0	0	0	0.315308		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6596	0	0	0	0		0	0	0	0.078827	0	0	0.078827	0	0		0	0.315308	0	0	0	0		0	
contig-100_6597	0	0	0	0.157654		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6598	0	0	0	0.078827		0	0.078827	0	0	0	0	0	0.078827	0		0	0	0	0	0	0		0	
contig-100_6599	0	0	0	0.394135		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6600	0	0	0	0.236481		0	0.078827	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6601	0	0	0	0.315766		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6602	0	0	0	0		0	0	0	0	0	0	0	0.552591	0		0	0	0	0	0	0		0	
contig-100_6603	0	0	0	0		0	0	0	0	0	0	0	0	0.0789416		0	0.0789416	0	0	0	0		0	
contig-100_6604	1.10518	0	0	0		0	0	0	0	0	0	0	0	0		3.71025	0	0	0	0	0		0	
contig-100_6605	0	0	0	0		0	0	0	0	0	0	0	0.552591	0		0	0	0	0	0	0		0	
contig-100_6606	0	0	0	0		0	0	0	0	0	0	0	0	0		0.394708	0	0	0	0	0		0	
contig-100_6607	0	0	0	0.315766		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6608	0	0	0	0		0	0	0	0.0789416	0	0	0	0	0.0789416		0	0.0789416	0	0	0	0		0	
contig-100_6609	0	0.0789416	0	0		0	0	0	0	0	0	0.0789416	0	0		0	0.0789416	0	0	0	0		0.0789416	
contig-100_6610	0.0789416	0	9.15722	0		0	0	0	0	0	0	0	0	0		0	0	0.236825	0	0	0		0	
contig-100_6611	0	0	0	0		0	0	0	0	0	0	0	0.552591	0		0	0	0	0	0	0		0	
contig-100_6612	0	0	0	0		0	0	0	0	0	0	0	0	2.13142		0	0	0.157883	0	0	0		0	
contig-100_6613	0	0	0	0.157883		0	0.0789416	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6614	0	0	0	0.236825		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6615	0	0	0	0		0	0	0	0	0	0	0	1.02773	0		0	0	0	0	0	0		0	
contig-100_6616	0	0	0	0.0790565		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6617	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.395282	0	0	0	0		0	
contig-100_6618	0	0	0	0		0	0	0	0	0	0	0	0.711508	0		0	0	0	0	0	0		0	
contig-100_6619	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	10.2773		0	
contig-100_6620	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.0790565	0	0	0	0.474339		0	
contig-100_6621	0	0	0	0		0	0	0	0.948678	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6622	0.0790565	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6623	0	0	0	0.474339		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6624	0	0	0	0.158113		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6625	0	0	0	0		0	0	0	0	0	0	0	0	0		0.869621	0	0	0	0	0		0	
contig-100_6626	0.474339	0	0	0		0	0	0	0.237169	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6627	0	0	0	0.237169		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6628	0	0	0	0.711508		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6629	0	0	0	0		0	0	0	0	0	0	0	0	0		0.395282	0	0	0	0	0		0	
contig-100_6630	0	0	0	0.474339		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6631	0	0.0790565	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.158113	0		0.395282	
contig-100_6632	0	0	0	0		0	0	0	0	0.237169	0	0	0	0		0	0	0	0	0.237169	0		0	
contig-100_6633	0	0	0	0		0	0	0.316226	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6634	0	0.316226	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6635	0.316226	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6636	0	0	0	0		0	0	0	0	0	0.0790565	0	1.34396	0		0	0	0	0	0	0		0	
contig-100_6637	0	0	0	0.316226		0	0.0790565	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6638	0	0	0	0.158113		0	0	0	0	0.158113	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6639	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.553395	0	0	0	0		0	
contig-100_6640	0	0	0	0		0	0.395282	0	0	0.158113	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6641	0	0	0	0.0791717		0	0.395859	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6642	0	0	0	0.0791717		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6643	0	0	0	0		0	0	0	0	0.395859	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6644	0	0	0	0.0791717		0	0	0	0	0	0	0	0	0.0791717		0	0.158343	0	0	0	0		0	
contig-100_6645	0	0	0	0.395859		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6646	0	0	0	0		0	0	0	0	0.633374	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6647	0	0	0	0.316687		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6648	0	0	0	0		0	0	0	0	0	0	0	0.712546	0		0	0	0	0.0791717	0	0.158343		0	
contig-100_6649	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.158343	0	0	0	0		0	
contig-100_6650	0	0	0	0		0	0	0	0	0	0	0	0.395859	0		0	0	0	0	0	0		0	
contig-100_6651	0.237515	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.158343		0	
contig-100_6652	0	0	0	0		0	0	0	0	0	0	0	0	0.0791717		0.0791717	0	0	0	0	0		0	
contig-100_6653	1.18758	0	0	0		1.02923	6.33374	1.90012	0	0	0	0	0	1.82095		0	0	0	0	0	2.77101		0	
contig-100_6654	0	0	0	0.316687		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6655	0	0	0	0.158343		0	0.0791717	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6656	0.792873	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6657	0	6.66013	0	0		0	0	0	0	10.7831	0	0	0	0		0	0	0.158575	0	0	0		0	
contig-100_6658	0	0	0	0		0	0	0	0	0	0	0	0.317149	0		0	0	0	0	0	0		0	
contig-100_6659	0	0	0	0		0	0	0	0	0	0	0	0	0		0	1.03073	0	0	0	0		0	
contig-100_6660	0	0	0	0		0	0	0	0	0	0	0.237862	0	0		0	0.0792873	0	0	0	0		0	
contig-100_6661	0	0	0	0		0	0	0	0	0	0	0	0.555011	0		0	0	0	0	0	0		0	
contig-100_6662	0	0	0	0		0	0	0	0	0.237862	0	0	0	0		0.0792873	0	0	0	0	0		0	
contig-100_6663	0	0	0	0.555011		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6664	0	0.634298	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6665	0	0.158575	0	0		0	0	0	1.82361	0.317149	0	0	0	0		0	0.158575	0	0	0	0		0	
contig-100_6666	0.158575	0	0.87216	0		0	0	0	0	5.39154	0	0	0	1.18931		0	0	0	0	0	0		0	
contig-100_6667	0	0	0	0		0.635226	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6668	0	0	0	0.476419		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6669	0	0	0	0		0	0	0	0	0	0	0	0.794032	0		0	0	0	0	0	0		0	
contig-100_6670	0	0.397016	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6671	0	0.635226	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6672	0	0.0794032	0.0794032	0		0	0	0	0	0	0	0	0	0		0	0.0794032	0	0	0.0794032	0		0	
contig-100_6673	0	0	0	0.397016		0	0.0794032	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6674	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0.397016	0	0		0	
contig-100_6675	0	0	0	0.0794032		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6676	0	0	0	0.23821		0	0.0794032	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6677	0	0	0	0.397016		0	0.0794032	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6678	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.397016	
contig-100_6679	0	0	0	0		0	0.952839	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6680	0	0	0	0		0	0	0	0	0.0795195	0	0	0	1.03375		0	0.159039	0	0	0	2.54462		0.0795195	
contig-100_6681	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.238558	0	0	0	0		0	
contig-100_6682	0.0795195	0	0	0		0	0	0	0.0795195	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6683	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.477117		0	
contig-100_6684	0	0	0	0		0	0	0	0	0.318078	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6685	0	0	0	0		0	0	0	0	0	0	0.0795195	0	0		0	0.477117	0	0	0	0		0	
contig-100_6686	0	0	0	0		0	0	0	0	0	0	0	3.33982	0		0	0.0795195	0	0	0	1.74943		0	
contig-100_6687	0	0	0	0		0	0	0.397597	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6688	0	0	0	0		0	0	0	0	0	0	0	0	0		0.318078	0	0	0	0	0		0	
contig-100_6689	0.636156	0	5.80492	0		0	0	0	0	2.62414	0	0	0	0.477117		0	0	0.159039	0	0	0		0	
contig-100_6690	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.556636	0	0	0	0		0	
contig-100_6691	0	0	0	0		0	0	0	0	0	0	0	0	0.159039		0	0	0	0	0.477117	0		0	
contig-100_6692	0	0	0	0		0	0	0	0	0.397597	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6693	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0.318078	0	0	0		0	
contig-100_6694	0.556636	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6695	0	0	0	0		0	0	0	0	0	0	0	0.556636	0		0	0	0	0	0.0795195	0		0	
contig-100_6696	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.238908	
contig-100_6697	0	0	0	0		0	0	0	0	0	9.07851	0	0	0		0.716725	0	0	0	0	0		0	
contig-100_6698	0.318544	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6699	0	0	0	0		0	0	0	0	0	7.24688	0	0	0		2.38908	0	0	0	0	0		0	
contig-100_6700	0.0796361	0	0	0		0	0	0	0.159272	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6701	0	0	0	0		0	0	0	0	0	0	0	0.318544	0		0	0	0	0	0	0		0	
contig-100_6702	0.159272	0	0	0		0	0	0	0	0	0	0	0	0.159272		0	0	0	0	0	0		0	
contig-100_6703	0	0	0	0.238908		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6704	0	0	0	0		0	0	0	0	0	0	0	0.955633	0		0	0	0	0	0.0796361	0		0	
contig-100_6705	0	0	0	0		0	0	0.637089	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6706	0	0	0	0		0	0	0	0	0	0	0	0.159272	0		0	0	0	0	0	0		0	
contig-100_6707	0	0	2.22981	0		0	0	0	0	0	0	0	0	0.318544		0	0	0	0	0	0		0	
contig-100_6708	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0.159272	0	0	0	0.637089		0	
contig-100_6709	0	0	2.15017	0		0	0	0.0796361	0	0.477816	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6710	0	0	0	0.079753		0	0.079753	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6711	0.319012	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6712	0	0	0	0.398765		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6713	0	0	0	0		0	0	0	0	0.319012	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6714	0	0	0	0		0	0	0	0	0	0	0.079753	0.079753	0		0	0.159506	0	0	0	0		0	
contig-100_6715	0.079753	0	0	0		0	0	0	1.83432	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6716	0.159506	0	0	0		0	0	0	0	0	0	0.079753	0	0.079753		0	0	0	0	0	0		0	
contig-100_6717	0	0	0	0.398765		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6718	0	0	0	0		0	0	0.079753	0	0	0	0.079753	0	0		0	0.159506	0	0	0	0		0	
contig-100_6719	0	0.239259	0	0		0	0	0	0	0	0	0	0	0		0	0.079753	0	0	0	0		0	
contig-100_6720	0	0	0	0		0.319012	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6721	0	0	0	0.239259		0	0.079753	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6722	0	0	0	0		0	0	0	0.239259	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6723	0	0	0.478518	0		0	0	0	0	0	0	0	0	0		0.159506	0	0	0.398765	0	0		0	
contig-100_6724	0	0	0	0		0.079753	0.079753	0	0	0	0	0	0	0		0	0	0	0	0	0.079753		0.079753	
contig-100_6725	0	0	0	0.159506		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6726	0	0	0	0		0	0	0	0	0	0	0	0	0		0.478518	0	0	0	0	0		0	
contig-100_6727	0	0	0	0.398765		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6728	0	0	0	0.079753		0	0.159506	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6729	0.717777	0	4.46617	0		0	0	0	0	1.91407	0	0	0	0.79753		0	0	0.159506	0	0	0		0	
contig-100_6730	0.319012	0	0	0		0	0	0	0.159506	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6731	0	0	0	0.239259		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6732	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.319012	
contig-100_6733	0	0	0	0		0	0	0	0	0	0	0	0.79753	0		0	0	0	0	0	0		0	
contig-100_6734	0	0.159741	0	0		0	0.319481	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6735	0	0	0	0.239611		0	0.0798703	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6736	0	0	0	0		0	0	0	0	0	0	0	0.399351	0		0	0	0	0	0	0		0	
contig-100_6737	0	0	0	0.479222		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6738	0	0	0	0.239611		0	0.0798703	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6739	0	0	0	0		0	0	0	0	0.0798703	0	0.0798703	0	0		0	0	0	0	0	0		0	
contig-100_6740	0	0	0	0.319481		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6741	0	0	0	0		0	0	0	0.718833	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6742	0	0	0	0.159741		0	0.159741	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6743	4.95196	0	0	0		0	0	0	0	0	0	0	0	0.0798703		0	0.399351	0	0	0	0		0	
contig-100_6744	0	0	0	0.239611		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6745	0	0	0	0.399351		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6746	0	0	0	0.559092		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6747	0.319952	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0.0799879	
contig-100_6748	0	0	0	0		0	0	0	0	0	0	0	0	0.799879		0	0	0	0	0	0		0	
contig-100_6749	0	0	0	0.319952		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6750	0	0	0	0.239964		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6751	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.39994		0	
contig-100_6752	0.239964	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6753	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.159976	0		0	
contig-100_6754	0	0	0	0.39994		0	0.0799879	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6755	0	0	0	0		0	0	0	0	0	0	0	0.559915	0		0	0	0	0	0	0		0	
contig-100_6756	0	0	0	0		0	0	0	0	0	0.0799879	0	0	0		0	0	0	0	0	0		0	
contig-100_6757	0	0	0.479928	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6758	0	0.0799879	0	0		0	0	0	1.83972	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6759	0	0	0	0		0	0	0	0	0	0	6.31905	0	0		0	0	0	0	0	0		0	
contig-100_6760	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.239964	0		0	
contig-100_6761	0	0	0	0		0	0	0.799879	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6762	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.239964		0	
contig-100_6763	0	0	0	0.39994		0	0.239964	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6764	0	0	0	0		0	0	0	0	0	0	0	0	0		0.480635	0	0	0	0	0		0	
contig-100_6765	0.0801059	0	0	0		0.40053	0.640847	0.160212	0.0801059	0	5.52731	0	0	0		0	0	0	0	0	1.04138		0	
contig-100_6766	0	0	0	0		0	0	0	0	0	0	0	0.320424	0.0801059		0	0	0	0	0	0		0	
contig-100_6767	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0.240318	0	0	0		0	
contig-100_6768	0	0	0	0		0	0	0	0	0.720953	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6769	0	0	0	0		0	0	0	0	0	0.320424	0	0	0		0	0	0	0	0	0		0	
contig-100_6770	0	0	0	0		0	0	0	0.0801059	0	0	0	0	0		0	0.0801059	0	0	0	0		0	
contig-100_6771	0	0	0	0.40053		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6772	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0.0801059	0		0	
contig-100_6773	0	0	0	0.480635		0	0.0801059	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6774	0	0	0	0		0	0	0	0	0	0	0	1.60212	0		0	0	0	0	0	0		0	
contig-100_6775	0	0	0	0.480635		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6776	0	0	0	0.160212		0	0.0801059	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6777	0	0.320424	0	0		0	0	0	0	0	0	0	0	0.160212		0	0	0	0	0	0		0	
contig-100_6778	0	0	0	0.240673		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6779	0	0	0	0.320897		0	0.0802242	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6780	0	0	0	0		0	0.481345	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6781	0.882467	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6782	0	0	0	0		0	0	0	0	0	0	0	0.56157	0		0	0	0	0.0802242	0	0		0	
contig-100_6783	0	0	0	0		0	0	0	0	0	0	0	1.68471	0		0	0	0	0	0	0		0	
contig-100_6784	0	0.0802242	0	0		0	0	0	0.882467	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6785	0	0	0	0		0.320897	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6786	0	0	0.160448	0		0	0	0	0	0	0	0	0	0		0.160448	0	0	0.481345	0	0		0	
contig-100_6787	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.641794		0	
contig-100_6788	0	0	0	0.481345		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6789	0	0	0	0.481345		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6790	0	0	0	0		0	0	0	0	0	0	0	0.481345	0		0	0	0	0	0	0		0	
contig-100_6791	0	0	0	0		0	0.160448	0	0	0	0.0802242	0	0	0		0	0	0	0	0	0		0	
contig-100_6792	0	0	0	0		0	0	0	0	0	0	0	0.802242	0		0	0	0	0.0802242	0	0		0	
contig-100_6793	0	0	0	0		0	0	0	0	0	0	0	0.641794	0		0	0	0	0	0	0		0	
contig-100_6794	0	0	0	0.0802242		0	0.160448	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6795	0	0	0	0		0	0	9.9478	0	0	0	0	0	0		0	0	2.6474	0	0	0		0	
contig-100_6796	0	0	0	0		0	0	0	0	0.160448	0	0	0	0		0	0	0	0	0.160448	0		0	
contig-100_6797	0	0	0	0		0	0	0	0	0	0	0	0	0		0.240673	0	0	0	0	0		0	
contig-100_6798	0	0	0	0.962691		0	0	0	0	0.0802242	0	0	0.0802242	0		0	0	0	0	0	0		0	
contig-100_6799	0.240673	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6800	0	0	0	0.0802242		0	0.0802242	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6801	0	0	0	0.0803429		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6802	0	0	0	0.321372		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6803	0	0	0	0.0803429		0	0.241029	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6804	0	0	0	0.160686		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6805	0	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0.321372		0	
contig-100_6806	0.482057	0	0	0		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6807	0	0	0	0		0	0	0	0	0	0	0	0	0.160686		0	0.401715	0	0	0	0		0	
contig-100_6808	0	0	0	0.803429		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6809	0	0	0.0803429	0		0	0	0	0	0	0	0	0	0.241029		0	0.5624	0	0	0	0		0	
contig-100_6810	0	0	0	0.0803429		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6811	0	0	0	0.482057		0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
contig-100_6812	0	0	0	0		1.20693	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	
